id,comment_text,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE_OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE_OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
661,My chow fun and chow see was really bland and oily.,0,0,0,0,0,1,0,0,0,0,0,0
1387,Okay-I don't mind the oily part (cause most are cooked that way) but my chow fun and chow see was way too bland.,0,0,0,0,0,1,0,0,0,0,0,0
2179,The scallion pancakes and fried dumplings were nothing out of the ordinary.,0,0,0,0,0,1,0,0,0,0,0,0
2780,The service was the only thing good about this restaurant.,0,0,0,0,0,0,0,0,1,0,0,1
2728,"This restaurant's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",1,0,0,0,0,1,0,0,0,0,0,0
8818,I definitely wouldn't go back.,0,0,0,0,0,0,0,0,1,0,0,0
3489,Their pad penang is delicious and everything else is fantastic.,0,0,0,0,0,1,0,0,0,0,0,0
4391,The price is reasonable although the service is poor.,0,0,0,0,0,0,0,0,0,0,1,1
5443,Fresh restaurant was amazing........ food was delicious and of course fresh.,0,0,0,0,0,1,0,0,1,0,0,0
9833,"Great for a romantic evening, or a fun evening with friends...",1,0,0,0,0,0,0,0,0,1,0,0
8288,I will be going back very soon.,0,0,0,0,0,0,0,0,1,0,0,0
4182,Keep up the good work.,0,0,0,0,0,0,0,0,1,0,0,0
6031,Hats off to the chef.,0,0,0,0,0,1,0,0,0,0,0,0
5551,It was wonderful.,0,0,0,0,0,0,0,0,1,0,0,0
5575,"The salads are delicious, both refreshing and very spicy.",0,0,0,0,0,1,0,0,0,0,0,0
1866,We had Pam's special fried fish and it was amazing.,0,0,0,0,0,1,0,0,0,0,0,0
4771,Too large for just two people but nothing was left.,0,0,0,0,0,1,1,0,0,0,0,0
3853,"Great vibe, lots of people.",1,0,0,0,0,0,0,0,0,0,0,0
9895,"My husbands was perfect, my was well done and dry.",0,0,0,0,0,1,0,0,0,0,0,0
8008,"I didn't complain, I liked the atmosphere so much.",1,0,0,0,0,0,0,0,0,0,0,0
2217,On a hot day it was fabulous to stop in and enjoy lunch.,0,0,0,0,0,0,0,0,1,0,0,0
9502,"Ambience is so cute and quaint, good for business although we were there on vacation.",1,0,0,0,0,0,0,0,0,1,0,0
9030,Salads were fantastic.,0,0,0,0,0,1,0,0,0,0,0,0
1708,Although we were looking for regular lettuce and some walnuts the salads we got were great.,0,0,0,0,0,1,0,0,0,0,0,0
5254,Ingredients are organic which is a real plus for me.,0,0,0,0,0,1,0,0,0,0,0,0
641,We will be back.,0,0,0,0,0,0,0,0,1,0,0,0
6661,"This is some really good, inexpensive sushi.",0,0,0,0,1,1,0,0,0,0,0,0
1199,The spicy tuna roll is huge and probably the best that I've had at this price range.,0,0,0,0,1,1,1,0,0,0,0,0
6229,The yellowtail was particularly good as well.,0,0,0,0,0,1,0,0,0,0,0,0
2413,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $ 18 by just going off the menu.",0,0,0,0,1,0,1,0,0,0,0,0
2048,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",0,0,0,0,0,0,0,0,1,0,0,0
5585,Big wong gets big ups for a fine establishment.,0,0,0,0,0,0,0,0,1,0,0,0
1879,"This place have it all -- great price, food, and service.",0,0,0,0,0,1,0,0,1,0,1,1
9624,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,1,0,0,0,0,0,0,0,0,0,0,1
6193,The food is prepared quickly and efficiently.,0,0,0,0,0,0,0,0,0,0,0,1
1255,"And the food comes at a very reasonable price (congee, noodles, and rice dishes are no more than $ 3-6 each).",0,0,0,0,1,0,0,0,0,0,0,0
9351,The takeout is great too since they give high quality tupperware as well.,0,0,0,0,0,0,0,0,0,0,0,1
9015,This place is always very crowded and popular.,0,0,0,0,0,0,0,0,0,1,0,0
3665,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese.... both very tasty.,0,0,0,0,0,1,0,0,0,0,0,0
9272,We both opted for a pasta dish and a pasta dish were served timely and fresh.,0,0,0,0,0,1,0,0,0,0,0,1
1339,"We concluded with tiramisu chocolate cake, both were delicious.",0,0,0,0,0,1,0,0,0,0,0,0
4370,We'd go back again,0,0,0,0,0,0,0,0,1,0,0,0
5978,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,0,0,0,0,0,0,0,0,1,0,0,0
4842,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",1,0,0,0,0,1,0,0,0,0,0,1
9247,We even had a visit from the manager who wanted to make sure we were enjoying ourselves.,0,0,0,0,0,0,0,0,0,0,0,1
8753,"Yes, the prices are high, but I felt this restaurant was worth it.",0,0,0,0,0,0,0,0,1,0,1,0
1872,We all felt the restaurant was worth it.,0,0,0,0,0,0,0,0,1,0,0,0
7500,Sometimes I get good food and ok service.,0,0,0,0,0,1,0,0,0,0,0,1
4541,"Sometimes I get bad food and bad service, sometimes I get good good and bad service.",0,0,0,0,0,1,0,0,0,0,0,1
1765,It is not consistent.,0,0,0,0,0,0,0,0,1,0,0,0
749,The place is a bistro which means: simple dishes and wine served efficiently in a bustling atmosphere.,1,0,0,1,0,0,1,0,0,0,0,1
4845,And where does Patis go wrong; no where.,0,0,0,0,0,0,0,0,1,0,0,0
202,"You are not eating haut cuisine with subtle hints of whatever but: cassuolet, steake fritte, tripe stew, etc; simple stuff.",0,0,0,0,0,1,1,0,0,0,0,0
238,And evaluated on those terms Pastis is simply wonderful.,0,0,0,0,0,0,0,0,1,0,0,0
1502,Right off the l in Brooklyn this is a nice cozy place with good pizza.,1,0,0,0,0,1,0,0,0,0,0,0
6775,Pizza was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,0,0,0,0,0,1,0,0,0,0,0,0
1885,My friend got the mushroom pizza which tasted better.,0,0,0,0,0,1,0,0,0,0,0,0
655,The sangria was pretty tasty and good on a hot muggy day.,0,0,1,0,0,0,0,0,0,0,0,0
3078,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,0,0,0,0,0,0,0,0,0,1,0,0
3926,Overall I would recommend place and go back again.,0,0,0,0,0,0,0,0,1,0,0,0
9614,I started out with a bombay beer which was big enough for two.,0,0,0,1,0,0,0,0,0,0,0,0
6897,MMmmm... it was delicious.,0,0,0,0,0,1,0,0,0,0,0,0
2654,"Service was slow, but the people were friendly.",0,0,0,0,0,0,0,0,0,0,0,1
1893,It's a nice place to relax and have conversation.,1,0,0,0,0,0,0,0,0,0,0,0
7387,I can't wait to go back.,0,0,0,0,0,0,0,0,1,0,0,0
2742,The food is authentic italian-delicious!,0,0,0,0,0,1,0,0,0,0,0,0
3955,"Pizza is terrific, as is homemade pasta.",0,0,0,0,0,1,0,0,0,0,0,0
2604,"Ambience is delightful, service impeccable.",1,0,0,0,0,0,0,0,0,0,0,1
1684,I'm still mad that I had to pay for lousy food.,0,0,0,0,0,1,0,0,0,0,0,0
7128,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,0,0,0,0,0,1,0,0,0,0,0,0
6197,Service was also horrible and the ambience is not that great.,1,0,0,0,0,0,0,0,0,0,0,1
8895,Do not try unless you 're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,0,0,0,0,0,0,0,0,0,1,0,0
4817,I go and eat out at many different restaurants and this is one place you have go and try.,0,0,0,0,0,0,0,0,1,0,0,0
9014,This is my first time writing a review for a restaurant because the food and service was excellent.,0,0,0,0,0,1,0,0,0,0,0,1
4151,The filet mignon dish was superb!,0,0,0,0,0,1,0,0,0,0,0,0
7815,I would defiantly come back to the place again as one of my top choices.,0,0,0,0,0,0,0,0,1,0,0,0
5152,it's a small cute restaurant.,1,0,0,0,0,0,0,0,0,0,0,0
1640,I absolutely love this place!!!,0,0,0,0,0,0,0,0,1,0,0,0
3401,"I like the ambience, it's very dark and original.",1,0,0,0,0,0,0,0,0,0,0,0
5200,The sushi is amazing!!!,0,0,0,0,0,1,0,0,0,0,0,0
649,And amazingly cheap.,0,0,0,0,1,0,0,0,0,0,0,0
446,Big thumbs up!,0,0,0,0,0,0,0,0,1,0,0,0
172,Very affordable and excellent ambient!,1,0,0,0,0,0,0,0,0,0,1,0
4842,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,0,0,0,0,0,1,0,0,0,0,0,0
9774,We were very disappointed.,0,0,0,0,0,1,0,0,0,0,0,0
5246,We won't go to this place again for a good meal.,0,0,0,0,0,1,0,0,0,0,0,0
7370,"However, I think this place is a good hang out spot.",1,0,0,0,0,0,0,0,0,0,0,0
6410,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,0,0,0,0,0,0,0,0,1,0,0,0
5132,The pizza and wine were excellent-the service too -- but what really MADE this place was the backyard dining area.,1,0,1,0,0,1,0,0,0,0,0,1
6529,This place is one the nicest outdoor restaurants I have ever seen in ny -- I am from italy and this place rivals the ones in my country.,1,0,0,0,0,0,0,0,0,0,0,0
1031,"The place tell me they are going to cover the garden in glass for the winter, so I'm looking forward to going there on a snowy night to enjoy it.",0,0,0,0,0,0,0,0,0,1,0,0
1051,Check this place out!,0,0,0,0,0,0,0,0,1,0,0,0
5199,HIGHLY RECOMMENDED!!!!!,0,0,0,0,0,0,0,0,1,0,0,0
9854,"First of all, this place is *not* romantic, as claimed by citysearch's editorial review.",1,0,0,0,0,0,0,0,0,0,0,0
7468,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",1,0,0,0,0,0,0,0,0,0,0,0
1824,"The tables are crammed way too close, the menu is typical of any italian restaurant, and the wine list is simply overpriced.",1,1,0,0,0,0,1,0,0,0,0,0
4097,Slightly above average wines start at $ 70 + with only one selection listed at $ 30 +.,0,1,1,0,0,0,0,0,0,0,0,0
3525,Service is not what one would expect from a joint in this price category.,0,0,0,0,0,0,0,0,0,0,0,1
8895,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc....",0,0,0,0,0,0,0,0,0,0,0,1
7682,Somehow working the italian charm with constant mille grazie does not constitute proper service.,0,0,0,0,0,0,0,0,0,0,0,1
5829,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",0,0,0,0,0,1,0,0,1,0,0,0
4244,Not one of our meals was edible-bland and / or made with weird rosemary or orange flavoring.,0,0,0,0,0,1,0,0,0,0,0,0
3001,Fish was overdone.,0,0,0,0,0,1,0,0,0,0,0,0
8873,"Cute place, nice wait staff but would never go there again.",1,0,0,0,0,0,0,0,1,0,0,1
3405,Someone else recommended the dessert-we also left that.,0,0,0,0,0,1,0,0,0,0,0,0
5035,One of us actually liked the expresso-that's it.,0,0,1,0,0,0,0,0,0,0,0,0
3263,"Skip this restaurant, it's a big disappointment.",0,0,0,0,0,0,0,0,1,0,0,0
4036,Myagi is one of my favorite restaurants in the city; the place the negative reviews describe sound like they were somewhere else.,0,0,0,0,0,0,0,0,1,0,0,0
5905,I've never had bad service and the fish is fresh and delicious.,0,0,0,0,0,1,0,0,0,0,0,1
1333,Their tuna tartar appetizer is to die for.,0,0,0,0,0,1,0,0,0,0,0,0
4600,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",0,0,0,0,0,1,0,0,0,0,0,0
1464,The pizza is simply amazing.,0,0,0,0,0,1,0,0,0,0,0,0
7338,The place is so cool and the service is prompt and curtious.,1,0,0,0,0,0,0,0,0,0,0,1
1482,I highly recommend to anyone to give this place a try.,0,0,0,0,0,0,0,0,1,0,0,0
9410,You will find yourself returning quite often.,0,0,0,0,0,0,0,0,1,0,0,0
5552,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,1,0,0,0,0,1,0,0,0,0,0,1
3726,No gimmicks here -- the food speaks for itself in its freshness and preparation.,0,0,0,0,0,1,0,0,0,0,0,0
6397,The dining room is quietly elegant with no music to shout over -- how refreshing!,1,0,0,0,0,0,0,0,0,0,0,0
5026,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",0,0,0,0,0,0,0,0,0,0,0,1
672,"Looking around, I saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",1,0,0,0,0,1,0,0,0,0,0,0
5361,Beautiful experience.,0,0,0,0,0,0,0,0,1,0,0,0
3060,The view is breathtaking the service is top notch... the ambiance is wonderfull.,1,0,0,0,0,0,0,1,0,0,0,1
5189,The staff offers impeccable service.,0,0,0,0,0,0,0,0,0,0,0,1
9486,I had lobster bisque it has 2 oz. of maine lobster in it.,0,0,0,0,0,0,1,0,0,0,0,0
4961,My boyfriend had the new england chowder it was good but I think the award should go to the Lobster Bisque.,0,0,0,0,0,1,0,0,0,0,0,0
4027,It was divine melts in your mouth.,0,0,0,0,0,1,0,0,0,0,0,0
5477,My boyfriend had prime rib it was good.,0,0,0,0,0,1,0,0,0,0,0,0
1653,We didn't want a bottle of bubbly on a weekday so we each got little bottles of korbett it was just enough.,0,0,0,1,0,0,0,0,0,0,0,0
8916,It's cuz it's so good you need to taste it!!!,0,0,0,0,0,1,0,0,0,0,0,0
9486,All in all we 're already coming up with excuses to go ahead really soon in the next few wks!!!!,0,0,0,0,0,0,0,0,1,0,0,0
9764,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,0,0,0,0,0,1,0,0,0,0,0,0
1508,If you like spicy food get the chicken vindaloo.,0,0,0,0,0,1,0,0,0,0,0,0
4015,The chicken vindaloo's very spicy but not offensive.,0,0,0,0,0,1,0,0,0,0,0,0
3607,We will definitely go back.,0,0,0,0,0,0,0,0,1,0,0,0
333,Go to Volare for 1st class service and terrific food.,0,0,0,0,0,1,0,0,0,0,0,1
3993,The portions are large and the servers always surprise us with a different starter.,0,0,0,0,0,0,1,0,0,0,0,1
6582,The wine list is excellent.,0,0,0,1,0,0,0,0,0,0,0,0
1185,The food is amazing... especially if you get the chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,0,0,0,1,0,1,0,0,0,0,0,0
4391,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",1,0,0,0,0,0,0,0,0,1,0,1
9030,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,0,0,0,0,1,1,0,0,0,0,0,1
1161,Please be aware that it's cash or amex only!,0,0,0,0,0,0,0,0,0,1,0,0
1230,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",0,0,0,0,0,1,0,0,0,0,0,0
352,The menu is very limited-I think we counted 4 or 5 entrees.,0,0,0,0,0,0,1,0,0,0,0,0
162,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",0,0,0,0,0,1,0,0,0,0,0,0
4764,"The decor in this place is very diner-ish and the kind of place you expect in the east village-not romantic, just simple, small and sparse.",1,0,0,0,0,0,0,0,0,0,0,0
5884,Problem is nothing at prune is particularly memorable.,0,0,0,0,0,0,0,0,1,0,0,0
8081,No plans to return anytime soon.,0,0,0,0,0,0,0,0,1,0,0,0
7681,This place is so much fun.,1,0,0,0,0,0,0,0,0,0,0,0
2526,Our family never expected such incredible entertainment in a restaurant.,0,0,0,0,0,0,0,0,1,0,0,0
1653,Our food was great too!,0,0,0,0,0,1,0,0,0,0,0,0
8215,And really large portions.,0,0,0,0,0,0,1,0,0,0,0,0
5375,The staff was the friendliest that have seen in New York.,0,0,0,0,0,0,0,0,0,0,0,1
1263,We will go back every time we are in the city.,0,0,0,0,0,0,0,0,1,0,0,0
8343,If you want something really different than try Jekyll and Hyde.,0,0,0,0,0,0,0,0,1,0,0,0
2838,Jekyll and Hyde is a lot of fun with live entertainment and all kinds of disney type special effects.,1,0,0,0,0,0,0,0,0,0,0,0
2942,The food was pretty tradional but it was hot and good with large portions.,0,0,0,0,0,1,1,0,0,0,0,0
2450,I highly recommend jekyll and hyde.,0,0,0,0,0,0,0,0,1,0,0,0
2318,The place is a lot of fun.,1,0,0,0,0,0,0,0,0,0,0,0
5239,My six year old loved the place.,0,0,0,0,0,0,0,0,1,0,0,0
5007,The characters really make for an enjoyable experience.,1,0,0,0,0,0,0,0,0,0,0,0
1751,"The food however, is what one might expect.",0,0,0,0,0,1,0,0,0,0,0,0
8427,The food is very overpriced and not very tasty.,0,0,0,0,1,1,0,0,0,0,0,0
9861,"However, I think jeckll and hydes t is one of those places that is fun to do once.",0,0,0,0,0,0,0,0,1,0,0,0
4808,We had a good time.,0,0,0,0,0,0,0,0,1,0,0,0
2069,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,0,0,0,0,0,0,0,0,0,0,0,1
3387,Service was slow had to wait to order and get food although not crowded.,0,0,0,0,0,0,0,0,0,0,0,1
2321,Drinks way over priced.,0,1,0,0,0,0,0,0,0,0,0,0
8937,Food was good not great not worth the wait or another visit,0,0,0,0,0,1,0,0,1,0,0,0
520,Great pizza for lunch place.,0,0,0,0,0,1,0,0,0,0,0,0
5178,Service was quick.,0,0,0,0,0,0,0,0,0,0,0,1
9059,The pizza was great.,0,0,0,0,0,1,0,0,0,0,0,0
3365,And the pizza was quick which is very important.,0,0,0,0,0,0,0,0,0,0,0,1
2918,Have the iced tea.,0,0,1,0,0,0,0,0,0,0,0,0
4897,The iced tea was wonderful.,0,0,1,0,0,0,0,0,0,0,0,0
7088,"Whenever you need a sushi fix, Mizu will be there with quality fish and great service.",0,0,0,0,0,1,0,0,0,0,0,1
8806,Delivery is fast too.,0,0,0,0,0,0,0,0,0,0,0,1
2586,"Great friendly service, fast seating, fast delivery, excellent sushi.",0,0,0,0,0,1,0,0,0,0,0,1
795,A little overpriced but worth it once you take a bite.,0,0,0,0,1,1,0,0,0,0,0,0
4051,Ess-A-Bagel (either by sty-town or midtown) is by far the best bagel in NY.,0,0,0,0,0,1,0,0,0,0,0,0
4138,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",0,0,0,0,0,1,1,0,0,0,0,0
1055,They have a huge selection of different cream cheeses and all of their salads are great.,0,0,0,0,0,1,1,0,0,0,0,0
7318,The lox is always fresh too.,0,0,0,0,0,1,0,0,0,0,0,0
7047,Highly recommended to all!,0,0,0,0,0,0,0,0,1,0,0,0
8999,Not impressed with the food.,0,0,0,0,0,1,0,0,0,0,0,0
4099,Prices too high for this cramped and unappealing resturant.,1,0,0,0,0,0,0,0,0,0,1,0
8869,Zero ambiance to boot.,1,0,0,0,0,0,0,0,0,0,0,0
7199,I thought this place was totally overrated.,0,0,0,0,0,0,0,0,1,0,0,0
8815,Everything we had was good or ok.... but definitely nothing great.,0,0,0,0,0,0,0,0,1,0,0,0
7427,"The ambience was nice, but service wasn't so great.",1,0,0,0,0,0,0,0,0,0,0,1
178,"When you add it all together, this place just doesn't seem worth it to me... especially considering the prices.",0,0,0,0,0,0,0,0,1,0,1,0
6483,This is the BEST shabu-shabu restaurant in the try-state area.,0,0,0,0,0,0,0,0,1,0,0,0
5548,I have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan.,1,0,0,0,0,1,0,0,0,0,0,0
2810,Thius is a must for anyone who loves shabu-shabu.,0,0,0,0,0,1,0,0,0,0,0,0
4226,"The atmosphere is nothing special, but it feels like a sushi establishment in tokyo.",1,0,0,0,0,0,0,0,0,0,0,0
7959,The owner and staff are all japanese as well and that adds to the entire ambiance.,1,0,0,0,0,0,0,0,0,1,0,0
399,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",0,0,0,0,0,1,1,0,0,0,0,0
6826,I must give it yon out of yon stars!,0,0,0,0,0,0,0,0,1,0,0,0
9348,Taxan delicious!,0,0,0,0,0,1,0,0,0,0,0,0
309,"This restaurant was recommended by a local... as a matter of fact, he made the reservation for us and said we would not be disappointed!",0,0,0,0,0,0,0,0,1,0,0,0
1021,The prices were CHEAP compared to the quality of service and food.,0,0,0,0,0,1,0,0,0,0,1,1
5815,"We liked it so much, that we will always make it a point to dine here when we visit new york.",0,0,0,0,0,0,0,0,1,0,0,0
9503,The location and ambience is ok but the food is what makes up for it.,1,0,0,0,0,1,0,1,0,0,0,0
2265,There is a lot of variety even for people who eat vegetarian like me.,0,0,0,0,0,0,1,0,0,0,0,0
9724,Try green curry with vegetables.,0,0,0,0,0,1,0,0,0,0,0,0
2050,"The quantity is also very good, you will come out satisfied.",0,0,0,0,0,0,1,0,0,0,0,0
2269,"The service is ok, some of the people didn't get what they asked for.",0,0,0,0,0,0,0,0,0,0,0,1
4245,I was there on sat. for my birthday and we had an excellent time.,0,0,0,0,0,0,0,0,1,0,0,0
4536,I had the best ravioli ever.,0,0,0,0,0,1,0,0,0,0,0,0
6517,The wine the service was very good too.,0,0,1,0,0,0,0,0,0,0,0,1
9241,Moderate prices.,0,0,0,0,0,0,0,0,0,0,1,0
6571,A little noise but I think that was because of our party!,1,0,0,0,0,0,0,0,0,0,0,0
2820,This quaint and romantic trattoria is at the top of my manhattan restaurant list.,1,0,0,0,0,0,0,0,1,0,0,0
1462,"The food is delicious-from the specials to the regular menu-fare, the dishes are never a disappointment.",0,0,0,0,0,1,0,0,0,0,0,0
3826,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",0,0,0,0,0,1,0,0,0,0,0,0
7962,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",1,0,0,0,0,1,0,0,0,0,0,1
122,A guaranteeed delight!,0,0,0,0,0,0,0,0,1,0,0,0
2909,"I have known about this secret for the last 13 years, emilio (the godfather) has continued to serve food and wine for the gods at mortal prices.",0,1,1,0,1,1,0,0,0,0,0,0
8662,"If you go, try the marinara / arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",0,0,0,0,0,1,0,0,0,0,0,0
5197,Check out the secret back room.,1,0,0,0,0,0,0,0,0,0,0,0
8206,I pray the back room stays open forever.,0,0,0,0,0,0,0,0,1,0,0,0
7181,Thank you emilio.,0,0,0,0,0,0,0,0,1,0,0,0
3698,"I found the food, service and value exceptional everytime I have been there.",0,0,0,0,0,1,0,0,0,0,1,1
3905,The food was authentic.,0,0,0,0,0,1,0,0,0,0,0,0
5127,I felt as though I were eating in Paris.,0,0,0,0,0,1,0,0,0,0,0,0
8111,The service was excellent-friendly and attentive.,0,0,0,0,0,0,0,0,0,0,0,1
7845,The prices are wonderfully low.,0,0,0,0,0,0,0,0,0,0,1,0
3687,Very good wine choices.,0,0,0,1,0,0,0,0,0,0,0,0
6754,Who has room for cheesesticks with the best pizza in NYC!,0,0,0,0,0,1,0,0,0,0,0,0
5520,Get the pepperoni-yum-and a family style salad.,0,0,0,0,0,1,0,0,0,0,0,0
9181,Great staff.,0,0,0,0,0,0,0,0,0,0,0,1
4509,Always great service!,0,0,0,0,0,0,0,0,0,0,0,1
3595,I go twice a month!,0,0,0,0,0,0,0,0,1,0,0,0
789,Fantastic!,0,0,0,0,0,0,0,0,1,0,0,0
1172,"The food is good, I can't lie.",0,0,0,0,0,1,0,0,0,0,0,0
8383,But the staff was so horrible to us.,0,0,0,0,0,0,0,0,0,0,0,1
6040,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,0,0,0,0,0,0,0,0,0,0,0,1
2612,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,0,0,0,0,0,0,0,0,0,0,0,1
8382,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",0,0,0,0,0,1,0,0,0,0,1,1
3339,Save yourself the time and trouble and skip this one!,0,0,0,0,0,0,0,0,1,0,0,0
5108,Amma is nothing special.,0,0,0,0,0,0,0,0,1,0,0,0
4894,I ate here a week ago and found most dishes average at best and too expensive.,0,0,0,0,1,1,0,0,0,0,0,0
4908,Will not be back.,0,0,0,0,0,0,0,0,1,0,0,0
9049,"Don't dine at tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",0,0,0,0,0,1,0,0,0,0,0,0
6088,Decor is nice though service can be spotty.,1,0,0,0,0,0,0,0,0,0,0,1
2706,This place is always packed.,0,0,0,0,0,0,0,0,0,1,0,0
7614,"Most importantly, food is excellent.",0,0,0,0,0,1,0,0,0,0,0,0
9741,Try the sea bass.,0,0,0,0,0,1,0,0,0,0,0,0
1392,Highly recommended.,0,0,0,0,0,0,0,0,1,0,0,0
2019,First of all Dal Bukhara rocks.,0,0,0,0,0,1,0,0,0,0,0,0
9930,I am happy I did the food was awsome.,0,0,0,0,0,1,0,0,0,0,0,0
8420,JUST AWSOME.,0,0,0,0,0,1,0,0,0,0,0,0
9359,And yes Dal Bukhara is so dam good and so are all the kababs.,0,0,0,0,0,1,0,0,0,0,0,0
6180,But overall I give dal bukhara a 10,0,0,0,0,0,0,0,0,1,0,0,0
2888,10,0,0,0,0,0,0,0,0,1,0,0,0
2552,Haru on park s is simply disgusting.,0,0,0,0,0,0,0,0,1,0,0,0
4105,The fish was not fresh and the rice tasted old and stale.,0,0,0,0,0,1,0,0,0,0,0,0
6991,"Quite frankly, this is some of the worst sushi I have ever tried.",0,0,0,0,0,1,0,0,0,0,0,0
3565,Will never be back.,0,0,0,0,0,0,0,0,1,0,0,0
9330,honestly the worst sushi my husband and I had in our entire lives.,0,0,0,0,0,1,0,0,0,0,0,0
854,not sure why this restaurant would be rated that highly.,0,0,0,0,0,0,0,0,1,0,0,0
8110,the all-u-can-eat sushi is definitely in very poor quality.,0,0,0,0,0,1,0,0,0,0,0,0
6448,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",0,0,0,0,0,1,1,0,0,0,0,0
5701,"The only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",0,0,0,0,0,1,0,0,0,0,0,0
6291,The waitstaffs are nice though.,0,0,0,0,0,0,0,0,0,0,0,1
8438,Wont come back again for sure!,0,0,0,0,0,0,0,0,1,0,0,0
2700,I have been to Roth's twice and both times were very disappointing.,0,0,0,0,0,0,0,0,1,0,0,0
8916,"Both times I was extremely dissappointed by the service, which was boarderline rude.",0,0,0,0,0,0,0,0,0,0,0,1
666,Service would nt even let me finish my glass of wine before offering another.,0,0,0,0,0,0,0,0,0,0,0,1
8588,Much of the time it seems like service do not care about you.,0,0,0,0,0,0,0,0,0,0,0,1
1481,"The dinner was ok, nothing I would have again.",0,0,0,0,0,1,0,0,0,0,0,0
4180,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",0,0,0,0,0,1,0,0,0,0,0,0
1655,This was a great surprise.,0,0,0,0,0,0,0,0,1,0,0,0
4383,With the theater 2 blocks away we had a delicious meal in a beautiful room.,1,0,0,0,0,1,0,1,0,0,0,0
1371,The service was attentive.,0,0,0,0,0,0,0,0,0,0,0,1
2279,I look forward to eating here again,0,0,0,0,0,0,0,0,1,0,0,0
1343,Planet tThai is great!,0,0,0,0,0,0,0,0,1,0,0,0
7291,"We love the food, drinks, and atmosphere!",1,0,1,0,0,1,0,0,0,0,0,0
3948,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",0,0,0,0,0,0,0,0,1,0,0,1
6264,"Try the Pad Thai, it's fabulous and their prices are so cheap!",0,0,0,0,0,1,0,0,0,0,1,0
7092,"Just because planet thai's cheap does not mean the portions are small or the food is nasty, it is great!",0,0,0,0,0,1,1,0,0,0,1,0
6508,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",0,0,0,0,0,0,0,0,0,0,0,1
2699,"Also, the sandwiches (nearing $ 7) didn't come with anything like chips or a side.",0,0,0,0,1,0,1,0,0,0,0,0
