RESTAURANT#GENERAL	all in all we 're already coming up with excuses to go ahead really soon in the next few wks ! ! ! !
FOOD#QUALITY	my wife and i ate here earlier this week and have not stopped ranting and raving about the food .
FOOD#QUALITY	if you like spicy food get the chicken vindaloo .
FOOD#QUALITY	the chicken vindaloo 's very spicy but not offensive .
RESTAURANT#GENERAL	we will definitely go back .
SERVICE#GENERAL	go to volare for 1st class service and terrific food .
FOOD#QUALITY	go to volare for 1st class service and terrific food .
FOOD#STYLE_OPTIONS	the portions are large and the servers always surprise us with a different starter .
SERVICE#GENERAL	the portions are large and the servers always surprise us with a different starter .
DRINKS#STYLE_OPTIONS	the wine list is excellent .
FOOD#QUALITY	the food is amazing ... especially if you get the chef 's tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .
DRINKS#STYLE_OPTIONS	the food is amazing ... especially if you get the chef 's tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .
SERVICE#GENERAL	the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .
AMBIENCE#GENERAL	the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .
RESTAURANT#MISCELLANEOUS	the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .
FOOD#PRICES	the food can get pricey but the prixe fixe tasting menu prixe fixe is the greatest food for a good price and prixe fixe cater the food to any food allergies or food you do n't like .
FOOD#QUALITY	the food can get pricey but the prixe fixe tasting menu prixe fixe is the greatest food for a good price and prixe fixe cater the food to any food allergies or food you do n't like .
SERVICE#GENERAL	the food can get pricey but the prixe fixe tasting menu prixe fixe is the greatest food for a good price and prixe fixe cater the food to any food allergies or food you do n't like .
RESTAURANT#MISCELLANEOUS	please be aware that it 's cash or amex only !
FOOD#QUALITY	with the exception of our lemon salad that had so much pepper on it that our eyes started watering , the food here was decent , not great .
FOOD#STYLE_OPTIONS	the menu is very limited - i think we counted 4 or 5 entrees .
FOOD#QUALITY	we ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .
AMBIENCE#GENERAL	the decor in this place is very diner - ish and the kind of place you expect in the east village - not romantic , just simple , small and sparse .
RESTAURANT#GENERAL	problem is nothing at prune is particularly memorable .
RESTAURANT#GENERAL	no plans to return anytime soon .
AMBIENCE#GENERAL	this place is so much fun .
RESTAURANT#GENERAL	our family never expected such incredible entertainment in a restaurant .
FOOD#QUALITY	our food was great too !
FOOD#STYLE_OPTIONS	and really large portions .
SERVICE#GENERAL	the staff was the friendliest that have seen in new york .
RESTAURANT#GENERAL	we will go back every time we are in the city .
RESTAURANT#GENERAL	if you want something really different than try jekyll and hyde .
AMBIENCE#GENERAL	it is a lot of fun with live entertainment and all kinds of disney type special effects .
FOOD#QUALITY	the food was pretty tradional but it was hot and good with large portions .
FOOD#STYLE_OPTIONS	the food was pretty tradional but it was hot and good with large portions .
RESTAURANT#GENERAL	i highly recommend the food .
AMBIENCE#GENERAL	the place is a lot of fun .
RESTAURANT#GENERAL	my six year old loved the place .
AMBIENCE#GENERAL	the characters really make for an enjoyable experience .
FOOD#QUALITY	the food however , is what one might expect .
FOOD#QUALITY	the food is very overpriced and not very tasty .
FOOD#PRICES	the food is very overpriced and not very tasty .
RESTAURANT#GENERAL	however , i think jeckll and hydes t is one of those places that is fun to do once .
RESTAURANT#GENERAL	we had a good time .
SERVICE#GENERAL	went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .
SERVICE#GENERAL	service was slow had to wait to order and get food although not crowded .
DRINKS#PRICES	drinks way over priced .
FOOD#QUALITY	food was good not great not worth the wait or another visit
RESTAURANT#GENERAL	food was good not great not worth the wait or another visit
FOOD#QUALITY	great pizza for lunch place .
SERVICE#GENERAL	service was quick .
FOOD#QUALITY	the pizza was great .
SERVICE#GENERAL	and the pizza was quick which is very important .
DRINKS#QUALITY	have the iced tea .
DRINKS#QUALITY	the iced tea was wonderful .
FOOD#QUALITY	whenever you need a sushi fix , mizu will be there with quality fish and great service .
SERVICE#GENERAL	whenever you need a sushi fix , mizu will be there with quality fish and great service .
SERVICE#GENERAL	delivery is fast too .
SERVICE#GENERAL	great friendly service , fast seating , fast delivery , excellent sushi .
FOOD#QUALITY	great friendly service , fast seating , fast delivery , excellent sushi .
FOOD#PRICES	a little overpriced but worth it once you take a bite .
FOOD#QUALITY	a little overpriced but worth it once you take a bite .
FOOD#QUALITY	ess - a - bagel ( either by sty - town or midtown ) is by far the best bagel in ny .
FOOD#QUALITY	the bagels always warm , soft on the inside , crispy on the outside and enormous in size .
FOOD#STYLE_OPTIONS	the bagels always warm , soft on the inside , crispy on the outside and enormous in size .
FOOD#QUALITY	they have a huge selection of different cream cheeses and all of their salads are great .
FOOD#STYLE_OPTIONS	they have a huge selection of different cream cheeses and all of their salads are great .
FOOD#QUALITY	the lox is always fresh too .
RESTAURANT#GENERAL	highly recommended to all !
FOOD#QUALITY	not impressed with the food .
RESTAURANT#PRICES	prices too high for this cramped and unappealing resturant .
AMBIENCE#GENERAL	prices too high for this cramped and unappealing resturant .
AMBIENCE#GENERAL	zero ambiance to boot .
RESTAURANT#GENERAL	i thought this place was totally overrated .
RESTAURANT#GENERAL	everything we had was good or ok .... but definitely nothing great .
AMBIENCE#GENERAL	the ambience was nice , but service was n't so great .
SERVICE#GENERAL	the ambience was nice , but service was n't so great .
RESTAURANT#GENERAL	when you add it all together , it just does n't seem worth it to me ... especially considering the prices .
RESTAURANT#PRICES	when you add it all together , it just does n't seem worth it to me ... especially considering the prices .
RESTAURANT#GENERAL	this is the best shabu - shabu restaurant in the try - state area .
FOOD#QUALITY	i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan .
AMBIENCE#GENERAL	i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan .
FOOD#QUALITY	thius is a must for anyone who loves shabu - shabu .
AMBIENCE#GENERAL	the atmosphere is nothing special , but it feels like a sushi establishment in tokyo .
RESTAURANT#MISCELLANEOUS	the owner and staff are all japanese as well and that adds to the entire ambiance .
AMBIENCE#GENERAL	the owner and staff are all japanese as well and that adds to the entire ambiance .
FOOD#STYLE_OPTIONS	despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .
FOOD#QUALITY	despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .
RESTAURANT#GENERAL	i must give the atmosphere yon out of yon stars !
FOOD#QUALITY	taxan delicious !
RESTAURANT#GENERAL	this restaurant was recommended by a local ... as a matter of fact , he made the reservation for us and said we would not be disappointed !
RESTAURANT#PRICES	the prices were cheap compared to the quality of service and food .
SERVICE#GENERAL	the prices were cheap compared to the quality of service and food .
FOOD#QUALITY	the prices were cheap compared to the quality of service and food .
RESTAURANT#GENERAL	we liked this restaurant so much , that we will always make it a point to dine here when we visit new york .
LOCATION#GENERAL	the location and ambience is ok but the food is what makes up for it .
AMBIENCE#GENERAL	the location and ambience is ok but the food is what makes up for it .
FOOD#QUALITY	the location and ambience is ok but the food is what makes up for it .
FOOD#STYLE_OPTIONS	there is a lot of variety even for people who eat vegetarian like me .
FOOD#QUALITY	try green curry with vegetables .
FOOD#STYLE_OPTIONS	the quantity is also very good , you will come out satisfied .
SERVICE#GENERAL	the service is ok , some of the people did n't get what they asked for .
RESTAURANT#GENERAL	i was there on sat . for my birthday and we had an excellent time .
FOOD#QUALITY	i had the best ravioli ever .
DRINKS#QUALITY	the wine the service was very good too .
SERVICE#GENERAL	the wine the service was very good too .
RESTAURANT#PRICES	moderate prices .
AMBIENCE#GENERAL	a little noise but i think that was because of our party !
AMBIENCE#GENERAL	this quaint and romantic trattoria is at the top of my manhattan restaurant list .
RESTAURANT#GENERAL	this quaint and romantic trattoria is at the top of my manhattan restaurant list .
FOOD#QUALITY	the food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .
FOOD#QUALITY	whether it 's the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to northern italy with one bite .
AMBIENCE#GENERAL	although the tables may be closely situated , the candle - light , food - quality and service overcompensate .
FOOD#QUALITY	although the tables may be closely situated , the candle - light , food - quality and service overcompensate .
SERVICE#GENERAL	although the tables may be closely situated , the candle - light , food - quality and service overcompensate .
RESTAURANT#GENERAL	a guaranteeed delight !
FOOD#QUALITY	i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .
DRINKS#QUALITY	i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .
FOOD#PRICES	i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .
DRINKS#PRICES	i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .
FOOD#QUALITY	if you go , try the marinara / arrabiatta sauce , the mozzarella en carozza is mmmmmmmm ..... everything is just delicious .
AMBIENCE#GENERAL	check out the secret back room .
RESTAURANT#GENERAL	i pray the secret back room stays open forever .
RESTAURANT#GENERAL	thank you emilio .
FOOD#QUALITY	i found the food , service and value exceptional everytime i have been there .
SERVICE#GENERAL	i found the food , service and value exceptional everytime i have been there .
RESTAURANT#PRICES	i found the food , service and value exceptional everytime i have been there .
FOOD#QUALITY	the food was authentic .
FOOD#QUALITY	i felt as though i were eating in paris .
SERVICE#GENERAL	the service was excellent - friendly and attentive .
RESTAURANT#PRICES	the prices are wonderfully low .
DRINKS#STYLE_OPTIONS	very good wine choices .
FOOD#QUALITY	who has room for cheesesticks with the best pizza in nyc !
FOOD#QUALITY	get the pepperoni - yum - and a family style salad .
SERVICE#GENERAL	great staff .
SERVICE#GENERAL	always great service !
RESTAURANT#GENERAL	i go twice a month !
RESTAURANT#GENERAL	fantastic !
FOOD#QUALITY	the food is good , i ca n't lie .
SERVICE#GENERAL	but the staff was so horrible to us .
SERVICE#GENERAL	the hostess and the waitress were incredibly rude and did everything they could to rush us out .
SERVICE#GENERAL	we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .
RESTAURANT#PRICES	this place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .
FOOD#QUALITY	this place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .
SERVICE#GENERAL	this place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .
RESTAURANT#GENERAL	save yourself the time and trouble and skip this one !
RESTAURANT#GENERAL	amma is nothing special .
FOOD#QUALITY	i ate here a week ago and found most dishes average at best and too expensive .
FOOD#PRICES	i ate here a week ago and found most dishes average at best and too expensive .
RESTAURANT#GENERAL	will not be back .
FOOD#QUALITY	do n't dine at tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .
AMBIENCE#GENERAL	decor is nice though service can be spotty .
SERVICE#GENERAL	decor is nice though service can be spotty .
RESTAURANT#MISCELLANEOUS	this place is always packed .
FOOD#QUALITY	most importantly , food is excellent .
FOOD#QUALITY	try the sea bass .
RESTAURANT#GENERAL	highly recommended .
FOOD#QUALITY	first of all dal bukhara rocks .
FOOD#QUALITY	i am happy i did the food was awsome .
FOOD#QUALITY	just awsome .
FOOD#QUALITY	and yes dal bukhara is so dam good and so are all the kababs .
RESTAURANT#GENERAL	but overall i give it a 10
RESTAURANT#GENERAL	10
RESTAURANT#GENERAL	haru on park s is simply disgusting .
FOOD#QUALITY	the fish was not fresh and the rice tasted old and stale .
FOOD#QUALITY	quite frankly , this is some of the worst sushi i have ever tried .
RESTAURANT#GENERAL	will never be back .
FOOD#QUALITY	honestly the worst sushi my husband and i had in our entire lives .
RESTAURANT#GENERAL	not sure why this restaurant would be rated that highly .
FOOD#QUALITY	the all - u - can - eat sushi is definitely in very poor quality .
FOOD#STYLE_OPTIONS	limited menu , no - so - fresh ingredients , thinly - sliced fish , fall - apart rice .
FOOD#QUALITY	limited menu , no - so - fresh ingredients , thinly - sliced fish , fall - apart rice .
FOOD#QUALITY	the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar - soaked rice , and the scallion on top of the fish .
SERVICE#GENERAL	the waitstaffs are nice though .
RESTAURANT#GENERAL	wo nt come back again for sure !
RESTAURANT#GENERAL	i have been to roth 's twice and both times were very disappointing .
SERVICE#GENERAL	both times i was extremely dissappointed by the service , which was boarderline rude .
SERVICE#GENERAL	roth 's would nt even let me finish my glass of wine before offering another .
SERVICE#GENERAL	much of the time it seems like roth 's do not care about you .
FOOD#QUALITY	the dinner was ok , nothing i would have again .
FOOD#QUALITY	i had their eggs benedict for brunch , which were the worst in my entire life , i tried removing the hollondaise sauce completely that was how failed it was .
RESTAURANT#GENERAL	this was a great surprise .
FOOD#QUALITY	with the theater 2 blocks away we had a delicious meal in a beautiful room .
AMBIENCE#GENERAL	with the theater 2 blocks away we had a delicious meal in a beautiful room .
LOCATION#GENERAL	with the theater 2 blocks away we had a delicious meal in a beautiful room .
SERVICE#GENERAL	the service was attentive .
RESTAURANT#GENERAL	i look forward to eating here again
RESTAURANT#GENERAL	planet thai is great !
FOOD#QUALITY	we love the food , drinks , and atmosphere !
DRINKS#QUALITY	we love the food , drinks , and atmosphere !
AMBIENCE#GENERAL	we love the food , drinks , and atmosphere !
SERVICE#GENERAL	the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !
RESTAURANT#GENERAL	the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !
FOOD#QUALITY	try the pad thai , the pad thai 's fabulous and the pad thai 's prices are so cheap !
RESTAURANT#PRICES	try the pad thai , the pad thai 's fabulous and the pad thai 's prices are so cheap !
FOOD#STYLE_OPTIONS	just because the pad thai 's cheap does not mean the portions are small or the food is nasty , it is great !
FOOD#QUALITY	just because the pad thai 's cheap does not mean the portions are small or the food is nasty , it is great !
RESTAURANT#PRICES	just because the pad thai 's cheap does not mean the portions are small or the food is nasty , it is great !
SERVICE#GENERAL	they forgot a sandwich , did n't include plastic forks , and did n't include pita with the hummus platter .
FOOD#STYLE_OPTIONS	also , the sandwiches ( nearing $ 7 ) did n't come with anything like chips or a side .
FOOD#PRICES	also , the sandwiches ( nearing $ 7 ) did n't come with anything like chips or a side .
RESTAURANT#GENERAL	overall , not worth the money .
RESTAURANT#PRICES	overall , not worth the money .
AMBIENCE#GENERAL	eating in , the atmosphere saves it , but at your desk , it 's a very disappointing experience .
RESTAURANT#GENERAL	eating in , the atmosphere saves it , but at your desk , it 's a very disappointing experience .
RESTAURANT#GENERAL	chennai garden is my favorite indian restaurant in the city .
FOOD#QUALITY	they have authentic indian at amazin prices .
FOOD#PRICES	they have authentic indian at amazin prices .
FOOD#STYLE_OPTIONS	this restaurant is vegetarian ; there are no meat dishes whatsoever .
AMBIENCE#GENERAL	the seats are uncomfortable if you are sitting against the wall on wooden benches .
RESTAURANT#MISCELLANEOUS	it 's a rather cramped and busy restaurant and it closes early .
AMBIENCE#GENERAL	it 's a rather cramped and busy restaurant and it closes early .
AMBIENCE#GENERAL	patroon features a nice cigar bar and has great staff .
SERVICE#GENERAL	patroon features a nice cigar bar and has great staff .
FOOD#QUALITY	the food is tasty and portion sizes are appropriate .
FOOD#STYLE_OPTIONS	the food is tasty and portion sizes are appropriate .
RESTAURANT#MISCELLANEOUS	this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .
RESTAURANT#MISCELLANEOUS	not a great place for family or general dining .
RESTAURANT#GENERAL	lloovve this place .
FOOD#QUALITY	food is excellent .
FOOD#QUALITY	fish is so very fresh .
SERVICE#GENERAL	waitstaff are very friendly .
RESTAURANT#GENERAL	love yuka .
FOOD#QUALITY	mermaid inn is an overall good restaurant with really good seafood .
RESTAURANT#GENERAL	mermaid inn is an overall good restaurant with really good seafood .
FOOD#STYLE_OPTIONS	the menu is limited but almost all of the dishes are excellent .
FOOD#QUALITY	the menu is limited but almost all of the dishes are excellent .
FOOD#QUALITY	the lobster sandwich is good and the spaghetti with scallops and shrimp is great .
SERVICE#GENERAL	the service is good and ambience is good for a date or group outing .
AMBIENCE#GENERAL	the service is good and ambience is good for a date or group outing .
RESTAURANT#PRICES	the only fallback on this restaurant is the prices .
FOOD#QUALITY	even though its good seafood , the prices are too high .
FOOD#PRICES	even though its good seafood , the prices are too high .
FOOD#QUALITY	the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .
FOOD#STYLE_OPTIONS	the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .
FOOD#PRICES	the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .
RESTAURANT#GENERAL	we were very pleasantly surprised .
FOOD#QUALITY	the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top - notch .
SERVICE#GENERAL	the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top - notch .
SERVICE#GENERAL	when my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort .
SERVICE#GENERAL	truly the mark of an attentive waiter .
RESTAURANT#GENERAL	i highly recommend the restaurant based on our experience last night .
FOOD#QUALITY	we ate at this thai place following the reviews but very unhappy with the foods .
FOOD#QUALITY	we thought that this place is using too much of msg cooking in the foods .
RESTAURANT#GENERAL	they do n't concern much of customer 's health , just want to make money .
RESTAURANT#GENERAL	please do n't fool us .
FOOD#QUALITY	i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .
FOOD#PRICES	the food is so cheap and the waiters are nice .
SERVICE#GENERAL	the food is so cheap and the waiters are nice .
RESTAURANT#MISCELLANEOUS	of course , it is crowded but who cares .
RESTAURANT#MISCELLANEOUS	authentic shanghai style and i can not recommend a better shanghai place in new york .
FOOD#QUALITY	have frequented ' ino for several years and the food remains excellent .
FOOD#QUALITY	cheese plate is a varied delight and great bargain at $ 10 .
FOOD#STYLE_OPTIONS	cheese plate is a varied delight and great bargain at $ 10 .
FOOD#PRICES	cheese plate is a varied delight and great bargain at $ 10 .
FOOD#STYLE_OPTIONS	the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .
FOOD#QUALITY	( the asparagus , truffle oil , parmesan bruschetta is a winner ! )
DRINKS#STYLE_OPTIONS	wine list is extensive without being over - priced .
DRINKS#PRICES	wine list is extensive without being over - priced .
FOOD#QUALITY	be sure to try the seasonal , and always delicious , specials .
RESTAURANT#GENERAL	definitely a neighborhood favorite .
RESTAURANT#GENERAL	i loved this place ! !
AMBIENCE#GENERAL	i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded .
FOOD#QUALITY	the food was very good , a great deal , and the place its self was great .
FOOD#PRICES	the food was very good , a great deal , and the place its self was great .
AMBIENCE#GENERAL	the food was very good , a great deal , and the place its self was great .
SERVICE#GENERAL	the wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .
SERVICE#GENERAL	i like cafe noir do nt get me wrong , it is jsut that the people who work there are evil and incompetent ! !
RESTAURANT#GENERAL	i like cafe noir do nt get me wrong , it is jsut that the people who work there are evil and incompetent ! !
SERVICE#GENERAL	the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .
SERVICE#GENERAL	the waitress , seems to be more concerned of looking good than actually waitressing .
SERVICE#GENERAL	after dinner the manager grabbed my boyfriend , asked him : where are you from ... maybe you do nt know how things work in america ... and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .
SERVICE#GENERAL	we did tip , i guess the model / waitress just wanted more and complained to the manager .
SERVICE#GENERAL	the whole set up is truly unprofessional and i wish cafe noir would get some good staff , because despite the current one this is a great place .
RESTAURANT#GENERAL	the whole set up is truly unprofessional and i wish cafe noir would get some good staff , because despite the current one this is a great place .
FOOD#QUALITY	pizza here is consistently good .
FOOD#QUALITY	salads are a delicious way to begin the meal .
FOOD#QUALITY	you should pass on the calamari .
FOOD#QUALITY	the calamari is thick and slightly soggy .
AMBIENCE#GENERAL	decor is charming .
SERVICE#GENERAL	service is average .
RESTAURANT#GENERAL	what a great place .
AMBIENCE#GENERAL	the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .
RESTAURANT#PRICES	the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .
FOOD#QUALITY	the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .
SERVICE#GENERAL	i was n't thrilled to have to wait on line for thirty minutes , but i guess that 's the price you pay for a popular place .
FOOD#QUALITY	i would definitely recommend sea if you like thai cuisine !
SERVICE#GENERAL	i was here a few weeks back and we had the worst customer service experience at a restaurant ever .
SERVICE#GENERAL	a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .
SERVICE#GENERAL	when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not mcdonald 's , every place makes things differently
SERVICE#GENERAL	while it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .
RESTAURANT#GENERAL	never again !
RESTAURANT#GENERAL	i absolutely loved this place .
AMBIENCE#GENERAL	excellent atmosphere , delicious dishes good and friendly service .
FOOD#QUALITY	excellent atmosphere , delicious dishes good and friendly service .
SERVICE#GENERAL	excellent atmosphere , delicious dishes good and friendly service .
RESTAURANT#GENERAL	this place is can became on e of the ny italian food fare institutions .
RESTAURANT#GENERAL	i think that this place is absolutely brilliant and well runned business operation .
DRINKS#STYLE_OPTIONS	the wine list is also really nice .
RESTAURANT#GENERAL	everything was wonderful ; food , drinks , staff , mileau .
FOOD#QUALITY	everything was wonderful ; food , drinks , staff , mileau .
DRINKS#QUALITY	everything was wonderful ; food , drinks , staff , mileau .
SERVICE#GENERAL	everything was wonderful ; food , drinks , staff , mileau .
AMBIENCE#GENERAL	everything was wonderful ; food , drinks , staff , mileau .
RESTAURANT#GENERAL	i would highly recommend this place !
RESTAURANT#GENERAL	i have been to casimir over 5 times and i have always had a great time there .
FOOD#QUALITY	the food is great and reasonably priced .
FOOD#PRICES	the food is great and reasonably priced .
SERVICE#GENERAL	i have tried to make reservations , but both times , the hostess did n't have my name .
AMBIENCE#GENERAL	if the weather is nice , try to snag an outside table .
SERVICE#GENERAL	the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .
AMBIENCE#GENERAL	the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .
RESTAURANT#GENERAL	my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .
FOOD#QUALITY	from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .
SERVICE#GENERAL	from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .
SERVICE#GENERAL	considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .
FOOD#QUALITY	i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .
SERVICE#GENERAL	i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .
RESTAURANT#GENERAL	nice family owned traditional restaurant .
FOOD#QUALITY	fresh ingredients and everything is made to order .
RESTAURANT#GENERAL	i was pleasantly surprised to find this gem in hoboken .
SERVICE#GENERAL	friendly staff that actually lets you enjoy your meal and the company you 're with .
FOOD#QUALITY	i found the food to be outstanding , particulary the salmon dish i had .
DRINKS#QUALITY	i also ordered the change mojito , which was out of this world .
FOOD#QUALITY	my friends settled for rice dishes , but we came back the following day to try the dim sum , which was good ... not outstanding , but good .
AMBIENCE#GENERAL	we ate out in the back patio , which is worth it as it 's cool and the music is hear well there .
RESTAURANT#GENERAL	overall , excellent restaurant !
FOOD#QUALITY	the food was good .
AMBIENCE#GENERAL	the place was nice and calm .
SERVICE#GENERAL	but the service was a bit slow .
FOOD#STYLE_OPTIONS	the buffet had a nice selection .
FOOD#QUALITY	the food was average or above including some surprising tasty dishes .
SERVICE#GENERAL	service was also very good .
RESTAURANT#GENERAL	i would go back .
FOOD#QUALITY	i got an excellent piece of cheesecake and we had several other nice pastries .
FOOD#QUALITY	i would recommend roxy 's for that , but not for their food .
FOOD#STYLE_OPTIONS	my son and his girlfriend both wanted cheeseburgers and they were huge !
FOOD#STYLE_OPTIONS	but , cheeseburgers were too big for the bun .
FOOD#STYLE_OPTIONS	consequently , their burgers fell apart in their hands and made such a mess that they did' nt feel like finishing them .
FOOD#PRICES	also their burgers were $ 15 each !
FOOD#STYLE_OPTIONS	i had a huge pastrami sandwich on a roll .
FOOD#PRICES	a huge pastrami sandwich on a roll was $ 14 not really bad for a pound of pastrami - but a huge pastrami sandwich on a roll did n't have much taste - i've had better for less elsewhere !
FOOD#QUALITY	a huge pastrami sandwich on a roll was $ 14 not really bad for a pound of pastrami - but a huge pastrami sandwich on a roll did n't have much taste - i've had better for less elsewhere !
FOOD#QUALITY	this place is really trendi but they have forgotten about the most important part of a restaurant , the food .
AMBIENCE#GENERAL	this place is really trendi but they have forgotten about the most important part of a restaurant , the food .
FOOD#QUALITY	the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .
FOOD#QUALITY	and the tom kha soup was pathetic .
FOOD#QUALITY	if you want good authentic thai this place is not the place to go .
FOOD#QUALITY	we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .
FOOD#QUALITY	the pesto pizza was excellent , thin - crust pizza with a nice amount of spicy italian cheese that i 'd never heard of before .
LOCATION#GENERAL	conveniently located too , being right on bedford ave .
AMBIENCE#GENERAL	the back garden sitting area is very pleasant , where you can see their personal herb garden .
RESTAURANT#GENERAL	i will definetly be going back .
FOOD#QUALITY	we had the lobster sandwich and it was fantastic .
FOOD#STYLE_OPTIONS	my husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .
FOOD#QUALITY	my husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .
FOOD#QUALITY	we had the scallops as an appetizer and they were delicious and the sauce was wonderful .
DRINKS#QUALITY	we waited at the bar and had martinis that were just right .
FOOD#QUALITY	love the food .
FOOD#QUALITY	it 's the only place you can get yummy authentic japanese comfort food .
RESTAURANT#PRICES	and you ca n't beat the prices .
RESTAURANT#GENERAL	i 've lived in ny for 5 years and this place has it all .
FOOD#QUALITY	great food , good size menu , great service and an unpretensious setting .
FOOD#STYLE_OPTIONS	great food , good size menu , great service and an unpretensious setting .
SERVICE#GENERAL	great food , good size menu , great service and an unpretensious setting .
AMBIENCE#GENERAL	great food , good size menu , great service and an unpretensious setting .
FOOD#QUALITY	the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .
RESTAURANT#GENERAL	i 'm glad i was introduced to this place and this is a rare gem in ny .
FOOD#QUALITY	the freshest , best variety , and the fastest delivery .
FOOD#STYLE_OPTIONS	the freshest , best variety , and the fastest delivery .
SERVICE#GENERAL	the freshest , best variety , and the fastest delivery .
RESTAURANT#PRICES	also very inexpensive .
RESTAURANT#GENERAL	a great choice at any cost and a great deal .
RESTAURANT#PRICES	a great choice at any cost and a great deal .
SERVICE#GENERAL	the service was excellent and the food was delicious .
FOOD#QUALITY	the service was excellent and the food was delicious .
FOOD#QUALITY	we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .
DRINKS#QUALITY	we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .
RESTAURANT#MISCELLANEOUS	definitely a great spot for a nice occasion or date .
FOOD#QUALITY	average to good thai food , but terrible delivery .
SERVICE#GENERAL	average to good thai food , but terrible delivery .
SERVICE#GENERAL	i 've waited over one hour for food .
SERVICE#GENERAL	they were very abrupt with me when i called and actually claimed the food was late because they were out of rice .
RESTAURANT#MISCELLANEOUS	a thai restaurant out of rice during dinner ?
FOOD#QUALITY	the food arrived 20 minutes after i called , cold and soggy .
